gas_mint
145216
87701
91311
92157
95279
93705
96571
96601
99246
94217
97083
98417
100515
98965
101807
100973
103154
94681
97547
98869
101003
99393
102247
103057
104423
99381
102247
103581
105667
104105
106936
105418
107134
95241
98107
99417
101563
99965
102831
103641
105007
99989
102807
104189
106275
104689
107520
107782
108439
99977
102795
104189
106275
104713
107544
108354
109744
104713
107544
108902
111012
109414
112281
109936
111127
95729
98571
99917
102039
100453
103271
104081
105447
100477
103319
104653
106739
105177
108008
108294
108951
100477
103319
104677
106739
105189
107996
108854
110220
105189
108032
109390
111500
109914
112745
112532
112419
100477
103319
104677
106739
105189
108020
108866
110208
105189
108020
109390
111500
109914
112769
113056
113664
105177
108008
109366
111476
109890
112745
113568
114909
109878
112733
114104
116130
114616
117458
114393
115071
96265
99131
100417
102587
101013
103855
104665
106031
101013
103855
105213
107275
105737
108568
108854
109499
101013
103855
105213
107299
105737
108568
109378
110744
105689
108520
109866
111976
110390
113245
113008
112931
101013
103831
105153
107263
105713
108520
109378
110756
105737
108544
109926
112036
110402
113281
113592
114212
105725
108568
109902
112012
110426
113281
114116
115481
110426
113305
114664
116738
115188
118030
117269
116412
101001
103855
105165
107275
105713
108544
109378
110756
105737
108568
109926
112036
110450
113305
113592
114200
105713
108520
109890
111976
110414
113245
114116
115445
110426
113281
114640
116714
115152
117994
117793
117669
105737
108568
109926
112036
110450
113305
114140
115493
110426
113281
114640
116738
115176
117970
118317
118937
110450
113305
114664
116762
115164
118030
118841
120194
115140
118006
119365
121439
119889
122732
118875
119100
96825
99691
101025
103147
101573
104415
105225
106591
101573
104415
105773
107835
106285
109092
109414
110059
101573
104391
105749
107835
106273
109104
109926
111316
106297
109128
110486
112572
111010
113865
113628
113515
101549
104391
105713
107823
106273
109104
109938
111316
106297
109104
110474
112584
110998
113865
114152
114760
106273
109104
110462
112548
110986
113841
114676
116029
110962
113841
115200
117298
115724
118566
117805
116912
101561
104355
105713
107811
106273
109104
109914
111292
106273
109104
110462
112572
110986
113841
114152
114772
106273
109128
110486
112596
111010
113865
114700
116053
111010
113841
115188
117286
115724
118566
118341
118229
106285
109128
110486
112596
111010
113865
114700
116029
110998
113829
115224
117322
115748
118590
118889
119509
110986
113841
115176
117310
115724
118590
119377
120778
115748
118590
119925
122047
120461
123292
122031
120428
101561
104391
105773
107859
106297
109104
109950
111316
106297
109128
110486
112596
110986
113865
114152
114784
106297
109128
110462
112572
110974
113817
114664
116029
111010
113865
115224
117322
115748
118590
118353
118217
106273
109104
110414
112548
110938
113793
114628
115981
110986
113841
115176
117298
115700
118518
118829
119437
110986
113841
115188
117274
115712
118554
119401
120754
115724
118566
119925
122023
120449
123292
122555
121661
106285
109116
110486
112596
111010
113865
114700
116005
110974
113853
115224
117322
115724
118542
118865
119461
110998
113865
115224
117322
115748
118590
119425
120778
115748
118590
119949
122047
120473
123316
123103
122966
111010
113865
115176
117298
115712
118554
119401
120742
115736
118578
119925
122023
120413
123268
123579
124211
115748
118566
119937
122035
120449
123268
124127
125468
120461
123304
124651
126749
125175
128018
123357
123068
97337
100203
101537
103659
102085
104927
105737
107103
102085
104927
106261
108371
106809
109640
109926
110571
102085
104927
106285
108371
106809
109616
110462
111828
106797
109640
110998
113084
111498
114353
114116
113967
102073
104915
106285
108371
106809
109640
110438
111816
106785
109616
110974
113060
111498
114353
114640
115284
106809
109640
110986
113108
111522
114377
115212
116565
111522
114329
115736
117810
116248
119090
118317
117460
102073
104915
106273
108371
106785
109616
110450
111828
106809
109640
110986
113108
111522
114377
114688
115296
106809
109640
110998
113084
111510
114365
115212
116565
111522
114377
115736
117834
116236
119054
118841
118741
106809
109640
110998
113108
111522
114377
115212
116565
111522
114377
115712
117810
116212
119078
119377
120009
111522
114377
115736
117834
116260
119102
119937
121290
116236
119102
120461
122559
120985
123804
122507
120928
102085
104927
106273
108371
106809
109640
110462
111840
106809
109640
110998
113108
111522
114377
114688
115296
106809
109640
110998
113084
111510
114365
115212
116565
111510
114329
115724
117822
116260
119078
118877
118717
106773
109628
110998
113108
111522
114353
115200
116553
111522
114377
115736
117834
116236
119078
119389
120009
111522
114353
115736
117834
116260
119102
119937
121290
116260
119078
120461
122559
120985
123828
123067
122209
106809
109640
110998
113108
111498
114353
115200
116553
111522
114377
115736
117834
116260
119102
119413
120021
111498
114329
115688
117810
116260
119102
119937
121290
116260
119102
120437
122511
120949
123804
123567
123466
111522
114377
115712
117834
116260
119102
119913
121266
116212
119054
120413
122523
120961
123804
124115
124735
116260
119102
120461
122559
120985
123828
124651
126016
120937
123804
125151
127273
125711
128554
126721
124325
102073
104891
106273
108359
106785
109640
110462
111840
